year,Month,Day,Max (�F),Min (�F),max temp,Min (�C)
1893,4,15,57,46,13.9,7.8
1893,4,16,52,48,11.1,8.9
1893,4,17,53,43,11.7,6.1
1893,4,18,56,44,13.3,6.7
1893,4,19,66,51,18.9,10.6
1893,4,20,52,50,11.1,10
1893,4,21,55,46,12.8,7.8
1893,4,22,65,48,18.3,8.9
1893,4,23,65,50,18.3,10
1893,4,24,57,51,13.9,10.6
1893,4,25,54,48,12.2,8.9
1893,4,26,55,46,12.8,7.8
1893,4,27,57,47,13.9,8.3
1893,4,28,52,47,11.1,8.3
1893,4,29,49,43,9.4,6.1
1893,4,30,51,41,10.6,5
1893,5,1,51,41,10.6,5
1893,5,2,53,42,11.7,5.6
1893,5,3,59,47,15,8.3
1893,5,4,62,51,16.7,10.6
1893,5,5,66,53,18.9,11.7
1893,5,6,64,55,17.8,12.8
1893,5,7,62,51,16.7,10.6
1893,5,8,59,46,15,7.8
1893,5,9,58,48,14.4,8.9
1893,5,10,60,51,15.6,10.6
1893,5,11,57,51,13.9,10.6
1893,5,12,54,50,12.2,10
1893,5,13,66,51,18.9,10.6
1893,5,14,55,50,12.8,10
1893,5,15,56,50,13.3,10
1893,5,16,55,50,12.8,10
1893,5,17,51,50,10.6,10
1893,5,18,63,50,17.2,10
1893,5,19,62,50,16.7,10
1893,5,20,58,51,14.4,10.6
1893,5,21,55,48,12.8,8.9
1893,5,22,59,48,15,8.9
1893,5,23,58,50,14.4,10
1893,5,24,56,50,13.3,10
1893,5,25,55,51,12.8,10.6
1893,5,26,57,50,13.9,10
1893,5,27,60,51,15.6,10.6
1893,5,28,59,52,15,11.1
1893,5,29,58,52,14.4,11.1
1893,5,30,58,49,14.4,9.4
1893,5,31,56,48,13.3,8.9
1893,6,1,57,48,13.9,8.9
1893,6,2,57,50,13.9,10
1893,6,3,61,52,16.1,11.1
1893,6,4,61,50,16.1,10
1893,6,5,62,52,16.7,11.1
1893,6,6,60,54,15.6,12.2
1893,6,7,59,52,15,11.1
1893,6,8,58,53,14.4,11.7
1893,6,9,60,54,15.6,12.2
1893,6,10,61,53,16.1,11.7
1893,6,11,63,53,17.2,11.7
1893,6,12,63,57,17.2,13.9
1893,6,13,66,55,18.9,12.8
1893,6,14,65,55,18.3,12.8
1893,6,15,68,57,20,13.9
1893,6,16,68,60,20,15.6
1893,6,17,66,59,18.9,15
1893,6,18,65,55,18.3,12.8
1893,6,19,61,57,16.1,13.9
1893,6,20,57,54,13.9,12.2
1893,6,21,62,54,16.7,12.2
1893,6,22,56,53,13.3,11.7
1893,6,23,55,49,12.8,9.4
1893,6,24,56,49,13.3,9.4
1893,6,25,57,50,13.9,10
1893,6,26,61,48,16.1,8.9
1893,6,27,69,52,20.6,11.1
1893,6,28,63,57,17.2,13.9
1893,6,29,61,53,16.1,11.7
1893,6,30,71,49,21.7,9.4
1893,7,1,74,50,23.3,10
1893,7,2,64,59,17.8,15
1893,7,3,64,56,17.8,13.3
1893,7,4,61,55,16.1,12.8
1893,7,5,61,55,16.1,12.8
1893,7,6,65,55,18.3,12.8
1893,7,7,74,57,23.3,13.9
1893,7,8,67,57,19.4,13.9
1893,7,9,58,55,14.4,12.8
1893,7,10,62,51,16.7,10.6
1893,7,11,62,55,16.7,12.8
1893,7,12,64,56,17.8,13.3
1893,7,13,59,56,15,13.3
1893,7,14,59,54,15,12.2
1893,7,15,60,54,15.6,12.2
1893,7,16,64,53,17.8,11.7
1893,7,17,59,52,15,11.1
1893,7,18,60,52,15.6,11.1
1893,7,19,62,51,16.7,10.6
1893,7,20,60,54,15.6,12.2
1893,7,21,61,52,16.1,11.1
1893,7,22,61,52,16.1,11.1
1893,7,23,69,51,20.6,10.6
1893,7,24,63,57,17.2,13.9
1893,7,25,60,54,15.6,12.2
1893,7,26,59,54,15,12.2
1893,7,27,63,54,17.2,12.2
1893,7,28,63,56,17.2,13.3
1893,7,29,60,55,15.6,12.8
1893,7,30,60,55,15.6,12.8
1893,7,31,58,54,14.4,12.2
1893,8,1,59,52,15,11.1
1893,8,2,60,53,15.6,11.7
1893,8,3,63,54,17.2,12.2
1893,8,4,60,53,15.6,11.7
1893,8,5,57,50,13.9,10
1893,8,6,58,49,14.4,9.4
1893,8,7,65,52,18.3,11.1
1893,8,8,67,57,19.4,13.9
1893,8,9,73,60,22.8,15.6
1893,8,10,73,59,22.8,15
1893,8,11,69,60,20.6,15.6
1893,8,12,66,58,18.9,14.4
1893,8,13,71,59,21.7,15
1893,8,14,77,62,25,16.7
1893,8,15,79,61,26.1,16.1
1893,8,16,66,60,18.9,15.6
1893,8,17,69,61,20.6,16.1
1893,8,18,67,60,19.4,15.6
1893,8,19,68,56,20,13.3
1893,8,20,66,56,18.9,13.3
1893,8,21,59,56,15,13.3
1893,8,22,63,55,17.2,12.8
1893,8,23,61,53,16.1,11.7
1893,8,24,61,51,16.1,10.6
1893,8,25,60,55,15.6,12.8
1893,8,26,60,54,15.6,12.2
1893,8,27,60,55,15.6,12.8
1893,8,28,62,55,16.7,12.8
1893,8,29,60,56,15.6,13.3
1893,8,30,60,56,15.6,13.3
1893,8,31,59,57,15,13.9
1893,9,1,62,58,16.7,14.4
1893,9,2,62,59,16.7,15
1893,9,3,62,52,16.7,11.1
1893,9,4,69,57,20.6,13.9
1893,9,5,66,56,18.9,13.3
1893,9,6,60,56,15.6,13.3
1893,9,7,62,54,16.7,12.2
1893,9,8,57,51,13.9,10.6
1893,9,9,54,51,12.2,10.6
1893,9,10,54,50,12.2,10
1893,9,11,61,47,16.1,8.3
1893,9,12,62,49,16.7,9.4
1893,9,13,61,50,16.1,10
1893,9,14,65,57,18.3,13.9
1893,9,15,62,56,16.7,13.3
1893,9,16,58,55,14.4,12.8
1893,9,17,58,52,14.4,11.1
1893,9,18,58,55,14.4,12.8
1893,9,19,55,52,12.8,11.1
1893,9,20,51,48,10.6,8.9
1893,9,21,52,42,11.1,5.6
1893,9,22,50,47,10,8.3
1893,9,23,50,41,10,5
1893,9,24,53,43,11.7,6.1
1893,9,25,55,47,12.8,8.3
1893,9,26,54,49,12.2,9.4
1893,9,27,57,52,13.9,11.1
1893,9,28,59,53,15,11.7
1893,9,29,55,48,12.8,8.9
1893,9,30,56,49,13.3,9.4
1893,10,1,56,50,13.3,10
1893,10,2,53,47,11.7,8.3
1893,10,3,49,44,9.4,6.7
1893,10,4,50,42,10,5.6
1893,10,5,52,42,11.1,5.6
1893,10,6,52,45,11.1,7.2
1893,10,7,55,47,12.8,8.3
1893,10,8,55,46,12.8,7.8
1893,10,9,47,46,8.3,7.8
1893,10,10,52,40,11.1,4.4
1893,10,11,51,45,10.6,7.2
1893,10,12,51,47,10.6,8.3
1893,10,13,57,45,13.9,7.2
1893,10,14,58,47,14.4,8.3
1893,10,15,58,56,14.4,13.3
1893,10,16,56,54,13.3,12.2
1893,10,17,53,51,11.7,10.6
1893,10,18,56,49,13.3,9.4
1893,10,19,55,50,12.8,10
1893,10,20,60,49,15.6,9.4
1893,10,21,59,53,15,11.7
1893,10,22,54,47,12.2,8.3
1893,10,23,53,50,11.7,10
1893,10,24,55,50,12.8,10
1893,10,25,49,49,9.4,9.4
1893,10,26,48,41,8.9,5
1893,10,27,53,41,11.7,5
1893,10,28,53,48,11.7,8.9
1893,10,29,46,43,7.8,6.1
1893,10,30,46,38,7.8,3.3
1893,10,31,49,37,9.4,2.8
1893,11,1,48,40,8.9,4.4
1893,11,2,49,43,9.4,6.1
1893,11,3,53,43,11.7,6.1
1893,11,4,46,42,7.8,5.6
1893,11,5,46,41,7.8,5
1893,11,6,43,39,6.1,3.9
1893,11,7,44,41,6.7,5
1893,11,8,46,41,7.8,5
1893,11,9,46,42,7.8,5.6
1893,11,10,48,44,8.9,6.7
1893,11,11,49,43,9.4,6.1
1893,11,12,48,47,8.9,8.3
1893,11,13,47,40,8.3,4.4
1893,11,14,46,41,7.8,5
1893,11,15,46,39,7.8,3.9
1893,11,16,48,38,8.9,3.3
1893,11,17,46,45,7.8,7.2
1893,11,18,41,37,5,2.8
1893,11,19,41,36,5,2.2
1893,11,20,42,36,5.6,2.2
1893,11,21,47,40,8.3,4.4
1893,11,22,44,42,6.7,5.6
1893,11,23,48,37,8.9,2.8
1893,11,24,50,41,10,5
1893,11,25,50,46,10,7.8
1893,11,26,47,41,8.3,5
1893,11,27,51,40,10.6,4.4
1893,11,28,52,47,11.1,8.3
1893,11,29,52,51,11.1,10.6
1893,11,30,43,43,6.1,6.1
1893,12,1,40,32,4.4,0
1893,12,2,48,33,8.9,0.6
1893,12,3,49,39,9.4,3.9
1893,12,4,49,48,9.4,8.9
1893,12,5,51,46,10.6,7.8
1893,12,6,51,46,10.6,7.8
1893,12,7,45,35,7.2,1.7
1893,12,8,45,39,7.2,3.9
1893,12,9,41,37,5,2.8
1893,12,10,42,35,5.6,1.7
1893,12,11,38,35,3.3,1.7
1893,12,12,43,34,6.1,1.1
1893,12,13,43,35,6.1,1.7
1893,12,14,47,37,8.3,2.8
1893,12,15,52,42,11.1,5.6
1893,12,16,53,45,11.7,7.2
1893,12,17,47,37,8.3,2.8
1893,12,18,43,41,6.1,5
1893,12,19,45,40,7.2,4.4
1893,12,20,43,40,6.1,4.4
1893,12,21,47,38,8.3,3.3
1893,12,22,49,41,9.4,5
1893,12,23,48,41,8.9,5
1893,12,24,50,45,10,7.2
1893,12,25,45,40,7.2,4.4
1893,12,26,48,40,8.9,4.4
1893,12,27,49,43,9.4,6.1
1893,12,28,49,47,9.4,8.3
1893,12,29,47,46,8.3,7.8
1893,12,30,46,46,7.8,7.8
1893,12,31,47,43,8.3,6.1
1894,1,1,40,40,4.4,4.4
1894,1,2,39,35,3.9,1.7
1894,1,3,34,31,1.1,-0.6
1894,1,4,37,31,2.8,-0.6
1894,1,5,35,29,1.7,-1.7
1894,1,6,32,23,0,-5
1894,1,7,36,23,2.2,-5
1894,1,8,40,32,4.4,0
1894,1,9,47,34,8.3,1.1
1894,1,10,51,40,10.6,4.4
1894,1,11,46,45,7.8,7.2
1894,1,12,50,41,10,5
1894,1,13,48,42,8.9,5.6
1894,1,14,46,39,7.8,3.9
1894,1,15,48,37,8.9,2.8
1894,1,16,48,39,8.9,3.9
1894,1,17,44,43,6.7,6.1
1894,1,18,46,42,7.8,5.6
1894,1,19,48,42,8.9,5.6
1894,1,20,46,42,7.8,5.6
1894,1,21,47,43,8.3,6.1
1894,1,22,42,35,5.6,1.7
1894,1,23,46,32,7.8,0
1894,1,24,49,32,9.4,0
1894,1,25,43,40,6.1,4.4
1894,1,26,49,33,9.4,0.6
1894,1,27,47,35,8.3,1.7
1894,1,28,41,35,5,1.7
1894,1,29,46,34,7.8,1.1
1894,1,30,38,35,3.3,1.7
1894,1,31,38,32,3.3,0
1894,2,1,49,32,9.4,0
1894,2,2,51,35,10.6,1.7
1894,2,3,49,40,9.4,4.4
1894,2,4,51,42,10.6,5.6
1894,2,5,50,40,10,4.4
1894,2,6,52,41,11.1,5
1894,2,7,50,45,10,7.2
1894,2,8,46,40,7.8,4.4
1894,2,9,46,42,7.8,5.6
1894,2,10,48,40,8.9,4.4
1894,2,11,50,38,10,3.3
1894,2,12,40,36,4.4,2.2
1894,2,13,43,34,6.1,1.1
1894,2,14,43,35,6.1,1.7
1894,2,15,49,36,9.4,2.2
1894,2,16,50,43,10,6.1
1894,2,17,46,43,7.8,6.1
1894,2,18,42,37,5.6,2.8
1894,2,19,44,38,6.7,3.3
1894,2,20,44,38,6.7,3.3
1894,2,21,47,39,8.3,3.9
1894,2,22,46,38,7.8,3.3
1894,2,23,49,37,9.4,2.8
1894,2,24,48,34,8.9,1.1
1894,2,25,50,35,10,1.7
1894,2,26,49,37,9.4,2.8
1894,2,27,43,41,6.1,5
1894,2,28,43,36,6.1,2.2
1894,3,1,44,38,6.7,3.3
1894,3,2,46,38,7.8,3.3
1894,3,3,44,38,6.7,3.3
1894,3,4,45,37,7.2,2.8
1894,3,5,47,39,8.3,3.9
1894,3,6,44,40,6.7,4.4
1894,3,7,48,37,8.9,2.8
1894,3,8,45,38,7.2,3.3
1894,3,9,49,38,9.4,3.3
1894,3,10,49,37,9.4,2.8
1894,3,11,42,35,5.6,1.7
1894,3,12,44,35,6.7,1.7
1894,3,13,44,35,6.7,1.7
1894,3,14,42,37,5.6,2.8
1894,3,15,45,36,7.2,2.2
1894,3,16,46,35,7.8,1.7
1894,3,17,52,37,11.1,2.8
1894,3,18,52,40,11.1,4.4
1894,3,19,48,46,8.9,7.8
1894,3,20,47,45,8.3,7.2
1894,3,21,55,41,12.8,5
1894,3,22,58,43,14.4,6.1
1894,3,23,59,42,15,5.6
1894,3,24,54,42,12.2,5.6
1894,3,25,55,43,12.8,6.1
1894,3,26,50,44,10,6.7
1894,3,27,57,45,13.9,7.2
1894,3,28,62,45,16.7,7.2
1894,3,29,62,48,16.7,8.9
1894,3,30,60,44,15.6,6.7
1894,3,31,55,45,12.8,7.2
1894,4,1,53,44,11.7,6.7
1894,4,2,59,44,15,6.7
1894,4,3,51,45,10.6,7.2
1894,4,4,53,46,11.7,7.8
1894,4,5,51,46,10.6,7.8
1894,4,6,50,41,10,5
1894,4,7,52,43,11.1,6.1
1894,4,8,54,44,12.2,6.7
1894,4,9,55,45,12.8,7.2
1894,4,10,55,47,12.8,8.3
1894,4,11,54,49,12.2,9.4
1894,4,12,50,46,10,7.8
1894,4,13,47,45,8.3,7.2
1894,4,14,50,41,10,5
1894,4,15,55,40,12.8,4.4
1894,4,16,49,40,9.4,4.4
1894,4,17,51,44,10.6,6.7
1894,4,18,50,46,10,7.8
1894,4,19,52,43,11.1,6.1
1894,4,20,61,40,16.1,4.4
1894,4,21,56,46,13.3,7.8
1894,4,22,57,45,13.9,7.2
1894,4,23,46,40,7.8,4.4
1894,4,24,51,43,10.6,6.1
1894,4,25,54,43,12.2,6.1
1894,4,26,57,45,13.9,7.2
1894,4,27,54,45,12.2,7.2
1894,4,28,54,46,12.2,7.8
1894,4,29,53,47,11.7,8.3
1894,4,30,51,47,10.6,8.3
1894,5,1,50,46,10,7.8
1894,5,2,50,47,10,8.3
1894,5,3,51,46,10.6,7.8
1894,5,4,48,41,8.9,5
1894,5,5,50,42,10,5.6
1894,5,6,51,43,10.6,6.1
1894,5,7,52,43,11.1,6.1
1894,5,8,53,44,11.7,6.7
1894,5,9,54,40,12.2,4.4
1894,5,10,50,44,10,6.7
1894,5,11,52,45,11.1,7.2
1894,5,12,53,44,11.7,6.7
1894,5,13,49,44,9.4,6.7
1894,5,14,51,44,10.6,6.7
1894,5,15,52,45,11.1,7.2
1894,5,16,49,47,9.4,8.3
1894,5,17,50,45,10,7.2
1894,5,18,53,45,11.7,7.2
1894,5,19,47,43,8.3,6.1
1894,5,20,46,36,7.8,2.2
1894,5,21,49,38,9.4,3.3
1894,5,22,55,37,12.8,2.8
1894,5,23,58,41,14.4,5
1894,5,24,55,45,12.8,7.2
1894,5,25,54,45,12.2,7.2
1894,5,26,50,46,10,7.8
1894,5,27,49,44,9.4,6.7
1894,5,28,50,43,10,6.1
1894,5,29,52,43,11.1,6.1
1894,5,30,53,43,11.7,6.1
1894,5,31,56,43,13.3,6.1
1894,6,1,53,45,11.7,7.2
1894,6,2,54,48,12.2,8.9
1894,6,3,53,48,11.7,8.9
1894,6,4,52,49,11.1,9.4
1894,6,5,54,47,12.2,8.3
1894,6,6,57,49,13.9,9.4
1894,6,7,56,49,13.3,9.4
1894,6,8,58,50,14.4,10
1894,6,9,56,49,13.3,9.4
1894,6,10,53,49,11.7,9.4
1894,6,11,55,46,12.8,7.8
1894,6,12,55,49,12.8,9.4
1894,6,13,54,48,12.2,8.9
1894,6,14,59,47,15,8.3
1894,6,15,55,53,12.8,11.7
1894,6,16,63,47,17.2,8.3
1894,6,17,56,50,13.3,10
1894,6,18,56,46,13.3,7.8
1894,6,19,55,46,12.8,7.8
1894,6,20,57,49,13.9,9.4
1894,6,21,60,46,15.6,7.8
1894,6,22,59,53,15,11.7
1894,6,23,55,51,12.8,10.6
1894,6,24,57,48,13.9,8.9
1894,6,25,59,49,15,9.4
1894,6,26,61,54,16.1,12.2
1894,6,27,62,55,16.7,12.8
1894,6,28,63,55,17.2,12.8
1894,6,29,67,55,19.4,12.8
1894,6,30,74,58,23.3,14.4
1894,7,1,71,57,21.7,13.9
1894,7,2,62,57,16.7,13.9
1894,7,3,61,53,16.1,11.7
1894,7,4,58,55,14.4,12.8
1894,7,5,61,52,16.1,11.1
1894,7,6,60,54,15.6,12.2
1894,7,7,58,51,14.4,10.6
1894,7,8,58,52,14.4,11.1
1894,7,9,57,52,13.9,11.1
1894,7,10,59,50,15,10
1894,7,11,60,52,15.6,11.1
1894,7,12,61,51,16.1,10.6
1894,7,13,58,53,14.4,11.7
1894,7,14,56,54,13.3,12.2
1894,7,15,58,52,14.4,11.1
1894,7,16,61,53,16.1,11.7
1894,7,17,58,54,14.4,12.2
1894,7,18,58,53,14.4,11.7
1894,7,19,59,53,15,11.7
1894,7,20,62,53,16.7,11.7
1894,7,21,60,53,15.6,11.7
1894,7,22,61,51,16.1,10.6
1894,7,23,60,53,15.6,11.7
1894,7,24,61,53,16.1,11.7
1894,7,25,60,55,15.6,12.8
1894,7,26,63,55,17.2,12.8
1894,7,27,62,56,16.7,13.3
1894,7,28,65,58,18.3,14.4
1894,7,29,63,56,17.2,13.3
1894,7,30,64,57,17.8,13.9
1894,7,31,69,57,20.6,13.9
1894,8,1,63,59,17.2,15
1894,8,2,59,52,15,11.1
1894,8,3,61,54,16.1,12.2
1894,8,4,61,55,16.1,12.8
1894,8,5,60,51,15.6,10.6
1894,8,6,62,52,16.7,11.1
1894,8,7,59,52,15,11.1
1894,8,8,62,53,16.7,11.7
1894,8,9,61,56,16.1,13.3
1894,8,10,60,55,15.6,12.8
1894,8,11,59,54,15,12.2
1894,8,12,59,55,15,12.8
1894,8,13,59,55,15,12.8
1894,8,14,59,54,15,12.2
1894,8,15,56,52,13.3,11.1
1894,8,16,57,50,13.9,10
1894,8,17,58,52,14.4,11.1
1894,8,18,58,51,14.4,10.6
1894,8,19,58,53,14.4,11.7
1894,8,20,58,50,14.4,10
1894,8,21,57,50,13.9,10
1894,8,22,59,52,15,11.1
1894,8,23,59,54,15,12.2
1894,8,24,59,53,15,11.7
1894,8,25,58,52,14.4,11.1
1894,8,26,56,51,13.3,10.6
1894,8,27,58,52,14.4,11.1
1894,8,28,57,52,13.9,11.1
1894,8,29,57,52,13.9,11.1
1894,8,30,56,53,13.3,11.7
1894,8,31,60,52,15.6,11.1
1894,9,1,57,53,13.9,11.7
1894,9,2,55,52,12.8,11.1
1894,9,3,55,49,12.8,9.4
1894,9,4,55,50,12.8,10
1894,9,5,56,52,13.3,11.1
1894,9,6,56,52,13.3,11.1
1894,9,7,55,50,12.8,10
1894,9,8,55,50,12.8,10
1894,9,9,57,51,13.9,10.6
1894,9,10,59,47,15,8.3
1894,9,11,58,53,14.4,11.7
1894,9,12,58,55,14.4,12.8
1894,9,13,57,52,13.9,11.1
1894,9,14,60,52,15.6,11.1
1894,9,15,58,54,14.4,12.2
1894,9,16,63,54,17.2,12.2
1894,9,17,58,50,14.4,10
1894,9,18,55,52,12.8,11.1
1894,9,19,55,53,12.8,11.7
1894,9,20,57,52,13.9,11.1
1894,9,21,57,51,13.9,10.6
1894,9,22,55,53,12.8,11.7
1894,9,23,56,53,13.3,11.7
1894,9,24,56,48,13.3,8.9
1894,9,25,55,51,12.8,10.6
1894,9,26,52,50,11.1,10
1894,9,27,53,50,11.7,10
1894,9,28,53,46,11.7,7.8
1894,9,29,54,48,12.2,8.9
1894,9,30,63,45,17.2,7.2
1894,10,1,59,46,15,7.8
1894,10,2,59,48,15,8.9
1894,10,3,54,45,12.2,7.2
1894,10,4,55,46,12.8,7.8
1894,10,5,53,47,11.7,8.3
1894,10,6,53,50,11.7,10
1894,10,7,54,49,12.2,9.4
1894,10,8,59,50,15,10
1894,10,9,55,51,12.8,10.6
1894,10,10,58,51,14.4,10.6
1894,10,11,59,49,15,9.4
1894,10,12,59,52,15,11.1
1894,10,13,56,54,13.3,12.2
1894,10,14,49,47,9.4,8.3
1894,10,15,50,46,10,7.8
1894,10,16,49,46,9.4,7.8
1894,10,17,50,46,10,7.8
1894,10,18,48,46,8.9,7.8
1894,10,19,44,40,6.7,4.4
1894,10,20,48,40,8.9,4.4
1894,10,21,48,41,8.9,5
1894,10,22,50,37,10,2.8
1894,10,23,53,38,11.7,3.3
1894,10,24,54,39,12.2,3.9
1894,10,25,54,48,12.2,8.9
1894,10,26,48,45,8.9,7.2
1894,10,27,48,44,8.9,6.7
1894,10,28,50,45,10,7.2
1894,10,29,50,41,10,5
1894,10,30,54,41,12.2,5
1894,10,31,60,45,15.6,7.2
1894,11,1,59,52,15,11.1
1894,11,2,58,52,14.4,11.1
1894,11,3,55,52,12.8,11.1
1894,11,4,52,47,11.1,8.3
1894,11,5,51,48,10.6,8.9
1894,11,6,52,48,11.1,8.9
1894,11,7,52,48,11.1,8.9
1894,11,8,50,44,10,6.7
1894,11,9,53,45,11.7,7.2
1894,11,10,49,45,9.4,7.2
1894,11,11,48,42,8.9,5.6
1894,11,12,48,41,8.9,5
1894,11,13,46,41,7.8,5
1894,11,14,46,40,7.8,4.4
1894,11,15,44,37,6.7,2.8
1894,11,16,52,39,11.1,3.9
1894,11,17,55,38,12.8,3.3
1894,11,18,48,47,8.9,8.3
1894,11,19,50,42,10,5.6
1894,11,20,47,45,8.3,7.2
1894,11,21,51,40,10.6,4.4
1894,11,22,52,42,11.1,5.6
1894,11,23,50,43,10,6.1
1894,11,24,48,42,8.9,5.6
1894,11,25,50,44,10,6.7
1894,11,26,48,43,8.9,6.1
1894,11,27,49,39,9.4,3.9
1894,11,28,50,42,10,5.6
1894,11,29,50,48,10,8.9
1894,11,30,47,47,8.3,8.3
1894,12,1,46,39,7.8,3.9
1894,12,2,45,38,7.2,3.3
1894,12,3,44,39,6.7,3.9
1894,12,4,42,37,5.6,2.8
1894,12,5,44,35,6.7,1.7
1894,12,6,45,36,7.2,2.2
1894,12,7,48,39,8.9,3.9
1894,12,8,44,43,6.7,6.1
1894,12,9,50,37,10,2.8
1894,12,10,52,43,11.1,6.1
1894,12,11,53,45,11.7,7.2
1894,12,12,53,40,11.7,4.4
1894,12,13,54,42,12.2,5.6
1894,12,14,46,46,7.8,7.8
1894,12,15,49,41,9.4,5
1894,12,16,50,40,10,4.4
1894,12,17,48,42,8.9,5.6
1894,12,18,45,40,7.2,4.4
1894,12,19,46,38,7.8,3.3
1894,12,20,49,41,9.4,5
1894,12,21,50,44,10,6.7
1894,12,22,46,40,7.8,4.4
1894,12,23,47,40,8.3,4.4
1894,12,24,50,43,10,6.1
1894,12,25,50,44,10,6.7
1894,12,26,46,46,7.8,7.8
1894,12,27,46,43,7.8,6.1
1894,12,28,49,43,9.4,6.1
1894,12,29,41,36,5,2.2
1894,12,30,41,34,5,1.1
1894,12,31,40,31,4.4,-0.6
1895,1,1,46,34,7.8,1.1
1895,1,2,44,40,6.7,4.4
1895,1,3,40,35,4.4,1.7
1895,1,4,42,34,5.6,1.1
1895,1,5,46,37,7.8,2.8
1895,1,6,44,42,6.7,5.6
1895,1,7,38,32,3.3,0
1895,1,8,39,33,3.9,0.6
1895,1,9,35,29,1.7,-1.7
1895,1,10,36,27,2.2,-2.8
1895,1,11,37,28,2.8,-2.2
1895,1,12,38,34,3.3,1.1
1895,1,13,40,32,4.4,0
1895,1,14,42,36,5.6,2.2
1895,1,15,41,37,5,2.8
1895,1,16,41,40,5,4.4
1895,1,17,41,40,5,4.4
1895,1,18,41,35,5,1.7
1895,1,19,42,32,5.6,0
1895,1,20,42,38,5.6,3.3
1895,1,21,44,34,6.7,1.1
1895,1,22,45,36,7.2,2.2
1895,1,23,43,41,6.1,5
1895,1,24,42,38,5.6,3.3
1895,1,25,35,30,1.7,-1.1
1895,1,26,38,28,3.3,-2.2
1895,1,27,37,30,2.8,-1.1
1895,1,28,45,31,7.2,-0.6
1895,1,29,44,33,6.7,0.6
1895,1,30,34,31,1.1,-0.6
1895,1,31,36,30,2.2,-1.1
1895,2,1,38,30,3.3,-1.1
1895,2,2,39,36,3.9,2.2
1895,2,3,40,36,4.4,2.2
1895,2,4,39,36,3.9,2.2
1895,2,5,38,34,3.3,1.1
1895,2,6,32,31,0,-0.6
1895,2,7,30,21,-1.1,-6.1
1895,2,8,31,20,-0.6,-6.7
1895,2,9,32,22,0,-5.6
1895,2,10,31,23,-0.6,-5
1895,2,11,35,28,1.7,-2.2
1895,2,12,36,27,2.2,-2.8
1895,2,13,40,29,4.4,-1.7
1895,2,14,34,31,1.1,-0.6
1895,2,15,34,28,1.1,-2.2
1895,2,16,40,30,4.4,-1.1
1895,2,17,38,32,3.3,0
1895,2,18,39,31,3.9,-0.6
1895,2,19,37,26,2.8,-3.3
1895,2,20,42,27,5.6,-2.8
1895,2,21,44,32,6.7,0
1895,2,22,45,40,7.2,4.4
1895,2,23,45,37,7.2,2.8
1895,2,24,42,40,5.6,4.4
1895,2,25,44,37,6.7,2.8
1895,2,26,46,37,7.8,2.8
1895,2,27,43,40,6.1,4.4
1895,2,28,44,40,6.7,4.4
1895,3,1,43,39,6.1,3.9
1895,3,2,36,35,2.2,1.7
1895,3,3,38,32,3.3,0
1895,3,4,41,31,5,-0.6
1895,3,5,44,37,6.7,2.8
1895,3,6,47,39,8.3,3.9
1895,3,7,47,36,8.3,2.2
1895,3,8,43,37,6.1,2.8
1895,3,9,48,40,8.9,4.4
1895,3,10,41,37,5,2.8
1895,3,11,40,37,4.4,2.8
1895,3,12,43,36,6.1,2.2
1895,3,13,46,35,7.8,1.7
1895,3,14,50,37,10,2.8
1895,3,15,49,43,9.4,6.1
1895,3,16,53,45,11.7,7.2
1895,3,17,51,44,10.6,6.7
1895,3,18,50,43,10,6.1
1895,3,19,47,44,8.3,6.7
1895,3,20,47,44,8.3,6.7
1895,3,21,50,44,10,6.7
1895,3,22,49,43,9.4,6.1
1895,3,23,51,45,10.6,7.2
1895,3,24,48,43,8.9,6.1
1895,3,25,46,37,7.8,2.8
1895,3,26,46,37,7.8,2.8
1895,3,27,42,35,5.6,1.7
1895,3,28,42,38,5.6,3.3
1895,3,29,43,39,6.1,3.9
1895,3,30,45,40,7.2,4.4
1895,3,31,43,40,6.1,4.4
1895,4,1,45,39,7.2,3.9
1895,4,2,48,40,8.9,4.4
1895,4,3,46,41,7.8,5
1895,4,4,43,36,6.1,2.2
1895,4,5,48,35,8.9,1.7
1895,4,6,48,42,8.9,5.6
1895,4,7,46,37,7.8,2.8
1895,4,8,53,37,11.7,2.8
1895,4,9,53,45,11.7,7.2
1895,4,10,52,44,11.1,6.7
1895,4,11,47,43,8.3,6.1
1895,4,12,47,41,8.3,5
1895,4,13,47,42,8.3,5.6
1895,4,14,46,39,7.8,3.9
1895,4,15,49,40,9.4,4.4
1895,4,16,51,42,10.6,5.6
1895,4,17,48,42,8.9,5.6
1895,4,18,56,42,13.3,5.6
1895,4,19,54,47,12.2,8.3
1895,4,20,55,45,12.8,7.2
1895,4,21,56,48,13.3,8.9
1895,4,22,57,47,13.9,8.3
1895,4,23,56,48,13.3,8.9
1895,4,24,54,47,12.2,8.3
1895,4,25,51,45,10.6,7.2
1895,4,26,48,46,8.9,7.8
1895,4,27,50,43,10,6.1
1895,4,28,58,44,14.4,6.7
1895,4,29,54,48,12.2,8.9
1895,4,30,54,42,12.2,5.6
1895,5,1,51,44,10.6,6.7
1895,5,2,54,44,12.2,6.7
1895,5,3,60,45,15.6,7.2
1895,5,4,63,46,17.2,7.8
1895,5,5,63,50,17.2,10
1895,5,6,70,47,21.1,8.3
1895,5,7,63,51,17.2,10.6
