year,Month,Day,Max at 7h (�F),Min at 7h (�F),max temp,Min at 7h (�C)
1886,7,23,66,54,18.9,12.2
1886,7,24,62,52,16.7,11.1
1886,7,25,64,48,17.8,8.9
1886,7,26,63,47,17.2,8.3
1886,7,27,62,51,16.7,10.6
1886,7,28,61,50,16.1,10
1886,7,29,63,54,17.2,12.2
1886,7,30,61,52,16.1,11.1
1886,7,31,62,51,16.7,10.6
1886,8,1,60,45,15.6,7.2
1886,8,2,65,50,18.3,10
1886,8,3,61,50,16.1,10
1886,8,4,63,52,17.2,11.1
1886,8,5,66,53,18.9,11.7
1886,8,6,73,58,22.8,14.4
1886,8,7,70,59,21.1,15
1886,8,8,71,56,21.7,13.3
1886,8,9,63,53,17.2,11.7
1886,8,10,64,50,17.8,10
1886,8,11,65,50,18.3,10
1886,8,12,61,52,16.1,11.1
1886,8,13,66,55,18.9,12.8
1886,8,14,64,54,17.8,12.2
1886,8,15,63,62,17.2,16.7
1886,8,16,60,52,15.6,11.1
1886,8,17,61,52,16.1,11.1
1886,8,18,69,55,20.6,12.8
1886,8,19,70,55,21.1,12.8
1886,8,20,64,59,17.8,15
1886,8,21,58,54,14.4,12.2
1886,8,22,63,50,17.2,10
1886,8,23,65,52,18.3,11.1
1886,8,24,64,52,17.8,11.1
1886,8,25,65,55,18.3,12.8
1886,8,26,64,57,17.8,13.9
1886,8,27,63,56,17.2,13.3
1886,8,28,64,58,17.8,14.4
1886,8,29,63,58,17.2,14.4
1886,8,30,63,58,17.2,14.4
1886,8,31,64,59,17.8,15
1886,9,1,65,48,18.3,8.9
1886,9,2,61,49,16.1,9.4
1886,9,3,63,48,17.2,8.9
1886,9,4,62,55,16.7,12.8
1886,9,5,62,51,16.7,10.6
1886,9,6,61,50,16.1,10
1886,9,7,62,49,16.7,9.4
1886,9,8,63,48,17.2,8.9
1886,9,9,60,55,15.6,12.8
1886,9,10,60,50,15.6,10
1886,9,11,60,50,15.6,10
1886,9,12,60,55,15.6,12.8
1886,9,13,61,52,16.1,11.1
1886,9,14,61,54,16.1,12.2
1886,9,15,60,45,15.6,7.2
1886,9,16,60,50,15.6,10
1886,9,17,61,50,16.1,10
1886,9,18,62,55,16.7,12.8
1886,9,19,61,56,16.1,13.3
1886,9,20,62,54,16.7,12.2
1886,9,21,61,50,16.1,10
1886,9,22,59,48,15,8.9
1886,9,23,59,43,15,6.1
1886,9,24,56,45,13.3,7.2
1886,9,25,58,46,14.4,7.8
1886,9,26,60,48,15.6,8.9
1886,9,27,61,51,16.1,10.6
1886,9,28,62,50,16.7,10
1886,9,29,62,54,16.7,12.2
1886,9,30,60,57,15.6,13.9
1886,10,1,60,51,15.6,10.6
1886,10,2,60,46,15.6,7.8
1886,10,3,60,55,15.6,12.8
1886,10,4,62,56,16.7,13.3
1886,10,5,63,58,17.2,14.4
1886,10,6,63,51,17.2,10.6
1886,10,7,65,53,18.3,11.7
1886,10,8,62,50,16.7,10
1886,10,9,60,55,15.6,12.8
1886,10,10,57,48,13.9,8.9
1886,10,11,60,47,15.6,8.3
1886,10,12,56,52,13.3,11.1
1886,10,13,55,46,12.8,7.8
1886,10,14,57,45,13.9,7.2
1886,10,15,57,51,13.9,10.6
1886,10,16,58,50,14.4,10
1886,10,17,52,41,11.1,5
1886,10,18,57,43,13.9,6.1
1886,10,19,58,48,14.4,8.9
1886,10,20,55,45,12.8,7.2
1886,10,21,55,44,12.8,6.7
1886,10,22,54,46,12.2,7.8
1886,10,23,55,43,12.8,6.1
1886,10,24,56,44,13.3,6.7
1886,10,25,54,47,12.2,8.3
1886,10,26,54,41,12.2,5
1886,10,27,54,41,12.2,5
1886,10,28,56,45,13.3,7.2
1886,10,29,57,51,13.9,10.6
1886,10,30,57,52,13.9,11.1
1886,10,31,56,48,13.3,8.9
1886,11,1,55,45,12.8,7.2
1886,11,2,56,43,13.3,6.1
1886,11,3,56,46,13.3,7.8
1886,11,4,54,42,12.2,5.6
1886,11,5,51,41,10.6,5
1886,11,6,50,39,10,3.9
1886,11,7,49,38,9.4,3.3
1886,11,8,50,39,10,3.9
1886,11,9,45,36,7.2,2.2
1886,11,10,49,38,9.4,3.3
1886,11,11,52,40,11.1,4.4
1886,11,12,52,43,11.1,6.1
1886,11,13,54,45,12.2,7.2
1886,11,14,55,46,12.8,7.8
1886,11,15,54,47,12.2,8.3
1886,11,16,50,39,10,3.9
1886,11,17,53,43,11.7,6.1
1886,11,18,53,45,11.7,7.2
1886,11,19,54,47,12.2,8.3
1886,11,20,54,51,12.2,10.6
1886,11,21,53,50,11.7,10
1886,11,22,55,50,12.8,10
1886,11,23,57,48,13.9,8.9
1886,11,24,58,43,14.4,6.1
1886,11,25,57,44,13.9,6.7
1886,11,26,53,41,11.7,5
1886,11,27,51,47,10.6,8.3
1886,11,28,53,42,11.7,5.6
1886,11,29,49,41,9.4,5
1886,11,30,48,39,8.9,3.9
1886,12,1,47,37,8.3,2.8
1886,12,2,46,34,7.8,1.1
1886,12,3,49,35,9.4,1.7
1886,12,4,51,44,10.6,6.7
1886,12,5,55,39,12.8,3.9
1886,12,6,54,49,12.2,9.4
1886,12,7,46,37,7.8,2.8
1886,12,8,45,39,7.2,3.9
1886,12,9,44,38,6.7,3.3
1886,12,10,49,35,9.4,1.7
1886,12,11,52,39,11.1,3.9
1886,12,12,49,40,9.4,4.4
1886,12,13,47,39,8.3,3.9
1886,12,14,50,40,10,4.4
1886,12,15,40,36,4.4,2.2
1886,12,16,41,32,5,0
1886,12,17,40,32,4.4,0
1886,12,18,37,29,2.8,-1.7
1886,12,19,37,28,2.8,-2.2
1886,12,20,38,29,3.3,-1.7
1886,12,21,50,26,10,-3.3
1886,12,22,50,31,10,-0.6
1886,12,23,46,33,7.8,0.6
1886,12,24,46,36,7.8,2.2
1886,12,25,45,32,7.2,0
1886,12,26,39,35,3.9,1.7
1886,12,27,48,35,8.9,1.7
1886,12,28,45,38,7.2,3.3
1886,12,29,50,40,10,4.4
1886,12,30,47,41,8.3,5
1886,12,31,48,38,8.9,3.3
1887,1,1,48,45,8.9,7.2
1887,1,2,46,43,7.8,6.1
1887,1,3,46,38,7.8,3.3
1887,1,4,43,35,6.1,1.7
1887,1,5,41,35,5,1.7
1887,1,6,42,36,5.6,2.2
1887,1,7,39,35,3.9,1.7
1887,1,8,41,32,5,0
1887,1,9,45,32,7.2,0
1887,1,10,48,29,8.9,-1.7
1887,1,11,49,45,9.4,7.2
1887,1,12,50,32,10,0
1887,1,13,48,33,8.9,0.6
1887,1,14,45,35,7.2,1.7
1887,1,15,44,34,6.7,1.1
1887,1,16,45,38,7.2,3.3
1887,1,17,50,34,10,1.1
1887,1,18,51,40,10.6,4.4
1887,1,19,51,44,10.6,6.7
1887,1,20,48,39,8.9,3.9
1887,1,21,47,37,8.3,2.8
1887,1,22,47,43,8.3,6.1
1887,1,23,48,42,8.9,5.6
1887,1,24,50,43,10,6.1
1887,1,25,50,46,10,7.8
1887,1,26,51,48,10.6,8.9
1887,1,27,50,49,10,9.4
1887,1,28,50,42,10,5.6
1887,1,29,50,42,10,5.6
1887,1,30,49,45,9.4,7.2
1887,1,31,49,38,9.4,3.3
1887,2,1,47,38,8.3,3.3
1887,2,2,50,39,10,3.9
1887,2,3,51,46,10.6,7.8
1887,2,4,50,46,10,7.8
1887,2,5,50,46,10,7.8
1887,2,6,49,37,9.4,2.8
1887,2,7,49,45,9.4,7.2
1887,2,8,46,40,7.8,4.4
1887,2,9,50,41,10,5
1887,2,10,43,30,6.1,-1.1
1887,2,11,42,30,5.6,-1.1
1887,2,12,41,32,5,0
1887,2,13,45,30,7.2,-1.1
1887,2,14,43,30,6.1,-1.1
1887,2,15,46,35,7.8,1.7
1887,2,16,45,32,7.2,0
1887,2,17,50,39,10,3.9
1887,2,18,49,43,9.4,6.1
1887,2,19,48,36,8.9,2.2
1887,2,20,48,40,8.9,4.4
1887,2,21,48,39,8.9,3.9
1887,2,22,50,40,10,4.4
1887,2,23,50,47,10,8.3
1887,2,24,50,48,10,8.9
1887,2,25,50,40,10,4.4
1887,2,26,51,42,10.6,5.6
1887,2,27,52,46,11.1,7.8
1887,2,28,52,45,11.1,7.2
1887,3,1,48,45,8.9,7.2
1887,3,2,50,46,10,7.8
1887,3,3,48,44,8.9,6.7
1887,3,4,47,40,8.3,4.4
1887,3,5,48,38,8.9,3.3
1887,3,6,48,41,8.9,5
1887,3,7,44,40,6.7,4.4
1887,3,8,43,40,6.1,4.4
1887,3,9,48,39,8.9,3.9
1887,3,10,47,41,8.3,5
1887,3,11,49,41,9.4,5
1887,3,12,42,32,5.6,0
1887,3,13,45,29,7.2,-1.7
1887,3,14,44,31,6.7,-0.6
1887,3,15,42,31,5.6,-0.6
1887,3,16,45,29,7.2,-1.7
1887,3,17,45,30,7.2,-1.1
1887,3,18,43,32,6.1,0
1887,3,19,45,33,7.2,0.6
1887,3,20,42,31,5.6,-0.6
1887,3,21,43,34,6.1,1.1
1887,3,22,47,38,8.3,3.3
1887,3,23,46,40,7.8,4.4
1887,3,24,48,39,8.9,3.9
1887,3,25,49,40,9.4,4.4
1887,3,26,49,42,9.4,5.6
1887,3,27,52,45,11.1,7.2
1887,3,28,54,42,12.2,5.6
1887,3,29,52,37,11.1,2.8
1887,3,30,52,36,11.1,2.2
1887,3,31,51,40,10.6,4.4
1887,4,1,53,38,11.7,3.3
1887,4,2,55,42,12.8,5.6
1887,4,3,51,40,10.6,4.4
1887,4,4,48,42,8.9,5.6
1887,4,5,48,37,8.9,2.8
1887,4,6,50,35,10,1.7
1887,4,7,49,33,9.4,0.6
1887,4,8,50,33,10,0.6
1887,4,9,49,38,9.4,3.3
1887,4,10,46,41,7.8,5
1887,4,11,50,37,10,2.8
1887,4,12,56,40,13.3,4.4
1887,4,13,53,42,11.7,5.6
1887,4,14,47,34,8.3,1.1
1887,4,15,50,32,10,0
1887,4,16,52,34,11.1,1.1
1887,4,17,52,42,11.1,5.6
1887,4,18,52,43,11.1,6.1
1887,4,19,55,36,12.8,2.2
1887,4,20,52,38,11.1,3.3
1887,4,21,52,47,11.1,8.3
1887,4,22,51,46,10.6,7.8
1887,4,23,50,41,10,5
1887,4,24,50,41,10,5
1887,4,25,49,35,9.4,1.7
1887,4,26,49,37,9.4,2.8
1887,4,27,49,36,9.4,2.2
1887,4,28,49,39,9.4,3.9
1887,4,29,50,36,10,2.2
1887,4,30,52,36,11.1,2.2
1887,5,1,51,38,10.6,3.3
1887,5,2,50,38,10,3.3
1887,5,3,56,40,13.3,4.4
1887,5,4,54,44,12.2,6.7
1887,5,5,53,46,11.7,7.8
1887,5,6,54,47,12.2,8.3
1887,5,7,60,45,15.6,7.2
1887,5,8,56,46,13.3,7.8
1887,5,9,60,50,15.6,10
1887,5,10,60,45,15.6,7.2
1887,5,11,59,46,15,7.8
1887,5,12,61,50,16.1,10
1887,5,13,56,45,13.3,7.2
1887,5,14,56,41,13.3,5
1887,5,15,59,50,15,10
1887,5,16,60,50,15.6,10
1887,5,17,58,49,14.4,9.4
1887,5,18,55,44,12.8,6.7
1887,5,19,55,48,12.8,8.9
1887,5,20,50,41,10,5
1887,5,21,52,40,11.1,4.4
1887,5,22,55,41,12.8,5
1887,5,23,60,46,15.6,7.8
1887,5,24,62,49,16.7,9.4
1887,5,25,62,50,16.7,10
1887,5,26,60,50,15.6,10
1887,5,27,65,47,18.3,8.3
1887,5,28,52,50,11.1,10
1887,5,29,54,49,12.2,9.4
1887,5,30,58,46,14.4,7.8
1887,5,31,60,45,15.6,7.2
1887,6,1,58,50,14.4,10
1887,6,2,59,51,15,10.6
1887,6,3,56,48,13.3,8.9
1887,6,4,61,48,16.1,8.9
1887,6,5,60,50,15.6,10
1887,6,6,57,52,13.9,11.1
1887,6,7,65,52,18.3,11.1
1887,6,8,61,52,16.1,11.1
1887,6,9,65,51,18.3,10.6
1887,6,10,61,50,16.1,10
1887,6,11,62,48,16.7,8.9
1887,6,12,64,52,17.8,11.1
1887,6,13,63,52,17.2,11.1
1887,6,14,62,48,16.7,8.9
1887,6,15,66,51,18.9,10.6
1887,6,16,71,52,21.7,11.1
1887,6,17,70,60,21.1,15.6
1887,6,18,71,53,21.7,11.7
1887,6,19,73,55,22.8,12.8
1887,6,20,69,57,20.6,13.9
1887,6,21,68,61,20,16.1
1887,6,22,72,51,22.2,10.6
1887,6,23,79,58,26.1,14.4
1887,6,24,71,61,21.7,16.1
1887,6,25,71,55,21.7,12.8
1887,6,26,72,56,22.2,13.3
1887,6,27,80,60,26.7,15.6
1887,6,28,72,56,22.2,13.3
1887,6,29,70,56,21.1,13.3
1887,6,30,71,59,21.7,15
1887,7,1,72,57,22.2,13.9
1887,7,2,72,60,22.2,15.6
1887,7,3,73,59,22.8,15
1887,7,4,71,58,21.7,14.4
1887,7,5,67,57,19.4,13.9
1887,7,6,70,55,21.1,12.8
1887,7,7,68,61,20,16.1
1887,7,8,67,62,19.4,16.7
1887,7,9,65,53,18.3,11.7
1887,7,10,71,56,21.7,13.3
1887,7,11,71,59,21.7,15
1887,7,12,65,57,18.3,13.9
1887,7,13,66,55,18.9,12.8
1887,7,14,65,57,18.3,13.9
1887,7,15,64,53,17.8,11.7
1887,7,16,65,53,18.3,11.7
1887,7,17,70,55,21.1,12.8
1887,7,18,69,50,20.6,10
1887,7,19,76,59,24.4,15
1887,7,20,75,59,23.9,15
1887,7,21,69,61,20.6,16.1
1887,7,22,71,55,21.7,12.8
1887,7,23,67,55,19.4,12.8
1887,7,24,67,59,19.4,15
1887,7,25,66,52,18.9,11.1
1887,7,26,66,59,18.9,15
1887,7,27,67,58,19.4,14.4
1887,7,28,63,57,17.2,13.9
1887,7,29,65,58,18.3,14.4
1887,7,30,65,49,18.3,9.4
1887,7,31,66,50,18.9,10
1887,8,1,65,50,18.3,10
1887,8,2,66,52,18.9,11.1
1887,8,3,70,54,21.1,12.2
1887,8,4,69,60,20.6,15.6
1887,8,5,70,60,21.1,15.6
1887,8,6,69,63,20.6,17.2
1887,8,7,71,55,21.7,12.8
1887,8,8,78,54,25.6,12.2
1887,8,9,73,55,22.8,12.8
1887,8,10,69,57,20.6,13.9
1887,8,11,64,50,17.8,10
1887,8,12,65,51,18.3,10.6
1887,8,13,68,52,20,11.1
1887,8,14,64,48,17.8,8.9
1887,8,15,65,48,18.3,8.9
1887,8,16,63,50,17.2,10
1887,8,17,66,49,18.9,9.4
1887,8,18,65,54,18.3,12.2
1887,8,19,60,50,15.6,10
1887,8,20,66,50,18.9,10
1887,8,21,67,49,19.4,9.4
1887,8,22,68,56,20,13.3
1887,8,23,71,60,21.7,15.6
1887,8,24,69,60,20.6,15.6
1887,8,25,68,58,20,14.4
1887,8,26,66,60,18.9,15.6
1887,8,27,67,58,19.4,14.4
1887,8,28,67,60,19.4,15.6
1887,8,29,65,58,18.3,14.4
1887,8,30,63,56,17.2,13.3
1887,8,31,64,55,17.8,12.8
1887,9,1,60,54,15.6,12.2
1887,9,2,63,53,17.2,11.7
1887,9,3,63,52,17.2,11.1
1887,9,4,62,49,16.7,9.4
1887,9,5,63,55,17.2,12.8
1887,9,6,60,53,15.6,11.7
1887,9,7,62,50,16.7,10
1887,9,8,60,44,15.6,6.7
1887,9,9,62,50,16.7,10
1887,9,10,62,52,16.7,11.1
1887,9,11,63,50,17.2,10
1887,9,12,58,49,14.4,9.4
1887,9,13,61,50,16.1,10
1887,9,14,58,51,14.4,10.6
1887,9,15,60,50,15.6,10
1887,9,16,61,52,16.1,11.1
1887,9,17,61,48,16.1,8.9
1887,9,18,60,49,15.6,9.4
1887,9,19,61,48,16.1,8.9
1887,9,20,61,46,16.1,7.8
1887,9,21,60,47,15.6,8.3
1887,9,22,59,48,15,8.9
1887,9,23,62,48,16.7,8.9
1887,9,24,62,49,16.7,9.4
1887,9,25,63,50,17.2,10
1887,9,26,60,52,15.6,11.1
1887,9,27,55,47,12.8,8.3
1887,9,28,54,43,12.2,6.1
1887,9,29,55,44,12.8,6.7
1887,9,30,60,45,15.6,7.2
1887,10,1,62,46,16.7,7.8
1887,10,2,56,48,13.3,8.9
1887,10,3,58,50,14.4,10
1887,10,4,57,50,13.9,10
1887,10,5,56,50,13.3,10
1887,10,6,55,49,12.8,9.4
1887,10,7,60,49,15.6,9.4
1887,10,8,59,49,15,9.4
1887,10,9,54,44,12.2,6.7
1887,10,10,52,38,11.1,3.3
1887,10,11,50,39,10,3.9
1887,10,12,49,38,9.4,3.3
1887,10,13,53,40,11.7,4.4
1887,10,14,54,40,12.2,4.4
1887,10,15,50,42,10,5.6
1887,10,16,50,44,10,6.7
1887,10,17,53,36,11.7,2.2
1887,10,18,54,44,12.2,6.7
1887,10,19,54,47,12.2,8.3
1887,10,20,60,48,15.6,8.9
1887,10,21,54,48,12.2,8.9
1887,10,22,54,46,12.2,7.8
1887,10,23,56,42,13.3,5.6
1887,10,24,49,41,9.4,5
1887,10,25,51,34,10.6,1.1
1887,10,26,54,36,12.2,2.2
1887,10,27,56,50,13.3,10
1887,10,28,55,46,12.8,7.8
1887,10,29,52,44,11.1,6.7
1887,10,30,48,40,8.9,4.4
1887,10,31,54,41,12.2,5
1887,11,1,53,42,11.7,5.6
1887,11,2,52,44,11.1,6.7
1887,11,3,53,42,11.7,5.6
1887,11,4,52,42,11.1,5.6
1887,11,5,53,45,11.7,7.2
1887,11,6,48,40,8.9,4.4
1887,11,7,49,42,9.4,5.6
1887,11,8,52,39,11.1,3.9
1887,11,9,53,46,11.7,7.8
1887,11,10,50,40,10,4.4
1887,11,11,50,40,10,4.4
1887,11,12,47,41,8.3,5
1887,11,13,45,38,7.2,3.3
1887,11,14,47,38,8.3,3.3
1887,11,15,45,35,7.2,1.7
1887,11,16,46,32,7.8,0
1887,11,17,43,33,6.1,0.6
1887,11,18,45,36,7.2,2.2
1887,11,19,44,39,6.7,3.9
1887,11,20,48,35,8.9,1.7
1887,11,21,46,37,7.8,2.8
1887,11,22,46,38,7.8,3.3
1887,11,23,46,39,7.8,3.9
1887,11,24,45,31,7.2,-0.6
1887,11,25,51,32,10.6,0
1887,11,26,53,42,11.7,5.6
1887,11,27,48,43,8.9,6.1
1887,11,28,49,41,9.4,5
1887,11,29,45,40,7.2,4.4
1887,11,30,50,38,10,3.3
1887,12,1,50,40,10,4.4
1887,12,2,50,46,10,7.8
1887,12,3,50,45,10,7.2
1887,12,4,43,41,6.1,5
1887,12,5,48,33,8.9,0.6
1887,12,6,45,39,7.2,3.9
1887,12,7,52,34,11.1,1.1
1887,12,8,53,38,11.7,3.3
1887,12,9,49,47,9.4,8.3
1887,12,10,45,38,7.2,3.3
1887,12,11,47,39,8.3,3.9
1887,12,12,50,34,10,1.1
1887,12,13,50,45,10,7.2
1887,12,14,46,39,7.8,3.9
1887,12,15,50,41,10,5
1887,12,16,50,44,10,6.7
1887,12,17,45,40,7.2,4.4
1887,12,18,46,40,7.8,4.4
1887,12,19,43,37,6.1,2.8
1887,12,20,41,38,5,3.3
1887,12,21,38,31,3.3,-0.6
1887,12,22,45,30,7.2,-1.1
1887,12,23,46,30,7.8,-1.1
1887,12,24,46,38,7.8,3.3
1887,12,25,43,36,6.1,2.2
1887,12,26,44,37,6.7,2.8
1887,12,27,40,36,4.4,2.2
1887,12,28,42,30,5.6,-1.1
1887,12,29,42,31,5.6,-0.6
1887,12,30,40,31,4.4,-0.6
1887,12,31,43,35,6.1,1.7
1888,1,1,43,40,6.1,4.4
1888,1,2,46,36,7.8,2.2
1888,1,3,50,37,10,2.8
1888,1,4,50,46,10,7.8
1888,1,5,49,40,9.4,4.4
1888,1,6,51,41,10.6,5
1888,1,7,50,44,10,6.7
1888,1,8,50,45,10,7.2
1888,1,9,50,46,10,7.8
1888,1,10,49,46,9.4,7.8
1888,1,11,47,44,8.3,6.7
1888,1,12,47,45,8.3,7.2
1888,1,13,46,44,7.8,6.7
1888,1,14,43,41,6.1,5
1888,1,15,42,38,5.6,3.3
1888,1,16,40,33,4.4,0.6
1888,1,17,44,34,6.7,1.1
1888,1,18,44,37,6.7,2.8
1888,1,19,48,40,8.9,4.4
1888,1,20,50,44,10,6.7
1888,1,21,53,46,11.7,7.8
1888,1,22,52,46,11.1,7.8
1888,1,23,49,39,9.4,3.9
1888,1,24,49,40,9.4,4.4
1888,1,25,50,46,10,7.8
1888,1,26,46,42,7.8,5.6
1888,1,27,47,43,8.3,6.1
1888,1,28,41,37,5,2.8
1888,1,29,39,32,3.9,0
1888,1,30,45,30,7.2,-1.1
1888,1,31,44,34,6.7,1.1
1888,2,1,43,36,6.1,2.2
1888,2,2,44,32,6.7,0
1888,2,3,52,33,11.1,0.6
1888,2,4,50,40,10,4.4
1888,2,5,49,45,9.4,7.2
1888,2,6,48,44,8.9,6.7
1888,2,7,48,44,8.9,6.7
1888,2,8,50,44,10,6.7
1888,2,9,51,45,10.6,7.2
1888,2,10,47,45,8.3,7.2
1888,2,11,41,38,5,3.3
1888,2,12,39,31,3.9,-0.6
1888,2,13,37,31,2.8,-0.6
1888,2,14,40,29,4.4,-1.7
1888,2,15,40,30,4.4,-1.1
1888,2,16,44,30,6.7,-1.1
1888,2,17,46,33,7.8,0.6
1888,2,18,46,37,7.8,2.8
1888,2,19,41,33,5,0.6
1888,2,20,39,33,3.9,0.6
1888,2,21,41,33,5,0.6
1888,2,22,40,33,4.4,0.6
1888,2,23,37,34,2.8,1.1
1888,2,24,38,32,3.3,0
1888,2,25,39,29,3.9,-1.7
1888,2,26,39,31,3.9,-0.6
1888,2,27,41,28,5,-2.2
1888,2,28,46,33,7.8,0.6
1888,2,29,38,30,3.3,-1.1
1888,3,1,33,30,0.6,-1.1
1888,3,2,45,30,7.2,-1.1
1888,3,3,46,32,7.8,0
1888,3,4,45,34,7.2,1.1
1888,3,5,50,35,10,1.7
1888,3,6,51,39,10.6,3.9
1888,3,7,47,41,8.3,5
1888,3,8,50,45,10,7.2
1888,3,9,52,46,11.1,7.8
1888,3,10,53,45,11.7,7.2
1888,3,11,48,39,8.9,3.9
1888,3,12,47,35,8.3,1.7
1888,3,13,48,38,8.9,3.3
1888,3,14,47,37,8.3,2.8
1888,3,15,44,35,6.7,1.7
1888,3,16,43,34,6.1,1.1
1888,3,17,44,30,6.7,-1.1
1888,3,18,42,32,5.6,0
1888,3,19,43,30,6.1,-1.1
1888,3,20,45,30,7.2,-1.1
1888,3,21,52,32,11.1,0
1888,3,22,51,36,10.6,2.2
1888,3,23,47,40,8.3,4.4
1888,3,24,42,32,5.6,0
1888,3,25,44,31,6.7,-0.6
1888,3,26,46,31,7.8,-0.6
1888,3,27,47,31,8.3,-0.6
1888,3,28,49,35,9.4,1.7
1888,3,29,43,36,6.1,2.2
1888,3,30,48,38,8.9,3.3
1888,3,31,45,35,7.2,1.7
1888,4,1,47,32,8.3,0
1888,4,2,51,33,10.6,0.6
1888,4,3,48,34,8.9,1.1
1888,4,4,49,38,9.4,3.3
1888,4,5,46,35,7.8,1.7
1888,4,6,48,35,8.9,1.7
1888,4,7,49,35,9.4,1.7
1888,4,8,46,40,7.8,4.4
1888,4,9,52,32,11.1,0
1888,4,10,50,36,10,2.2
1888,4,11,54,45,12.2,7.2
1888,4,12,56,48,13.3,8.9
1888,4,13,57,49,13.9,9.4
1888,4,14,50,46,10,7.8
1888,4,15,55,44,12.8,6.7
1888,4,16,49,45,9.4,7.2
1888,4,17,53,46,11.7,7.8
1888,4,18,54,44,12.2,6.7
1888,4,19,55,45,12.8,7.2
1888,4,20,52,40,11.1,4.4
1888,4,21,46,41,7.8,5
1888,4,22,49,41,9.4,5
1888,4,23,50,42,10,5.6
1888,4,24,48,41,8.9,5
1888,4,25,53,40,11.7,4.4
1888,4,26,55,37,12.8,2.8
1888,4,27,56,41,13.3,5
1888,4,28,52,46,11.1,7.8
1888,4,29,51,46,10.6,7.8
1888,4,30,48,45,8.9,7.2
1888,5,1,52,45,11.1,7.2
1888,5,2,51,45,10.6,7.2
1888,5,3,52,42,11.1,5.6
1888,5,4,53,41,11.7,5
1888,5,5,53,42,11.7,5.6
1888,5,6,58,47,14.4,8.3
1888,5,7,54,47,12.2,8.3
1888,5,8,57,47,13.9,8.3
1888,5,9,49,46,9.4,7.8
1888,5,10,50,44,10,6.7
1888,5,11,55,40,12.8,4.4
1888,5,12,56,42,13.3,5.6
1888,5,13,59,43,15,6.1
1888,5,14,52,44,11.1,6.7
1888,5,15,51,42,10.6,5.6
1888,5,16,52,46,11.1,7.8
1888,5,17,54,48,12.2,8.9
1888,5,18,52,50,11.1,10
1888,5,19,56,49,13.3,9.4
1888,5,20,55,48,12.8,8.9
1888,5,21,56,49,13.3,9.4
1888,5,22,60,44,15.6,6.7
1888,5,23,66,49,18.9,9.4
1888,5,24,63,50,17.2,10
1888,5,25,63,50,17.2,10
1888,5,26,62,46,16.7,7.8
1888,5,27,58,44,14.4,6.7
1888,5,28,56,50,13.3,10
1888,5,29,55,52,12.8,11.1
1888,5,30,60,50,15.6,10
1888,5,31,60,48,15.6,8.9
1888,6,1,55,49,12.8,9.4
1888,6,2,59,49,15,9.4
1888,6,3,61,52,16.1,11.1
1888,6,4,59,52,15,11.1
1888,6,5,54,50,12.2,10
1888,6,6,58,50,14.4,10
1888,6,7,56,52,13.3,11.1
1888,6,8,58,52,14.4,11.1
1888,6,9,60,52,15.6,11.1
1888,6,10,59,48,15,8.9
1888,6,11,57,52,13.9,11.1
1888,6,12,58,50,14.4,10
1888,6,13,59,46,15,7.8
1888,6,14,60,45,15.6,7.2
1888,6,15,64,52,17.8,11.1
1888,6,16,61,52,16.1,11.1
1888,6,17,63,50,17.2,10
1888,6,18,66,50,18.9,10
1888,6,19,63,51,17.2,10.6
1888,6,20,64,50,17.8,10
1888,6,21,60,51,15.6,10.6
1888,6,22,61,52,16.1,11.1
1888,6,23,69,53,20.6,11.7
1888,6,24,66,54,18.9,12.2
1888,6,25,62,54,16.7,12.2
1888,6,26,64,56,17.8,13.3
1888,6,27,63,56,17.2,13.3
1888,6,28,64,52,17.8,11.1
1888,6,29,66,53,18.9,11.7
1888,6,30,69,51,20.6,10.6
1888,7,1,59,53,15,11.7
1888,7,2,63,56,17.2,13.3
1888,7,3,64,55,17.8,12.8
1888,7,4,62,53,16.7,11.7
1888,7,5,62,53,16.7,11.7
1888,7,6,62,48,16.7,8.9
1888,7,7,62,49,16.7,9.4
1888,7,8,61,49,16.1,9.4
1888,7,9,63,54,17.2,12.2
1888,7,10,60,49,15.6,9.4
1888,7,11,61,45,16.1,7.2
1888,7,12,66,49,18.9,9.4
1888,7,13,64,50,17.8,10
1888,7,14,61,50,16.1,10
1888,7,15,65,52,18.3,11.1
1888,7,16,63,51,17.2,10.6
1888,7,17,61,54,16.1,12.2
1888,7,18,63,55,17.2,12.8
1888,7,19,61,53,16.1,11.7
1888,7,20,64,55,17.8,12.8
1888,7,21,65,53,18.3,11.7
1888,7,22,62,56,16.7,13.3
1888,7,23,62,55,16.7,12.8
1888,7,24,63,55,17.2,12.8
1888,7,25,63,54,17.2,12.2
1888,7,26,62,51,16.7,10.6
1888,7,27,61,53,16.1,11.7
1888,7,28,63,53,17.2,11.7
1888,7,29,60,52,15.6,11.1
1888,7,30,60,53,15.6,11.7
1888,7,31,61,48,16.1,8.9
1888,8,1,61,51,16.1,10.6
1888,8,2,64,49,17.8,9.4
1888,8,3,63,48,17.2,8.9
1888,8,4,61,54,16.1,12.2
1888,8,5,64,51,17.8,10.6
1888,8,6,74,52,23.3,11.1
1888,8,7,64,57,17.8,13.9
1888,8,8,62,55,16.7,12.8
1888,8,9,63,55,17.2,12.8
1888,8,10,63,55,17.2,12.8
1888,8,11,62,57,16.7,13.9
1888,8,12,62,55,16.7,12.8
1888,8,13,64,53,17.8,11.7
1888,8,14,65,46,18.3,7.8
